Gene	score_pos	pval_pos	qval_pos	fdrGuides_pos	score_neg	pval_neg	qval_neg	fdrGuides_neg
ABI2.NM_001282927	-0.883397086256996	0.889840356413113	0.939212109555952	0	0.331829229129574	0.732289792476813	0.999999999998326	0
ABI2.NM_005759	1.12718977395069	0.367998286905869	0.939212109555952	0	-2.13560694218303	0.935577335747797	0.999999999998326	0
ABI3.NM_016428	0.222908311526537	0.77361280010806	0.939212109555952	0	0.196595300762322	0.78302650124192	0.999999999998326	0
ABI3BP.NM_015429	2.07443452507019	0.069863706485003	0.852715361312971	1	-3.88262769499144	0.973037470331508	0.999999999998326	0
ABL1.NM_005157	0.0740048935228054	0.823800506995757	0.939212109555952	0	0.074996525105846	0.823491462786417	0.999999999998326	0
ABL1.NM_007313	0.0284340813693143	0.837632251056514	0.939212109555952	0	0.083076252923361	0.820960633984302	0.999999999998326	0
ABL2.NM_001136001	0.489989152353689	0.666208641330632	0.939212109555952	0	-2.51951458046234	0.946136871268046	0.999999999998326	0
ABL2.NM_001168239	1.30162734821965	0.292179536426193	0.939212109555952	1	0.372895998626493	0.715778079833192	0.999999999998326	0
ABLIM1.NM_001003408	0.956809692366259	0.447424016412023	0.939212109555952	0	0.265786843953877	0.757789532496367	0.999999999998326	0
ABLIM1.NM_002313	-0.68645620544374	0.880920213756516	0.939212109555952	0	0.406664397180225	0.701846080030613	0.999999999998326	0
ABLIM1.NM_006720	0.298789057085187	0.745213984357546	0.939212109555952	0	0.0660265080575956	0.82627451363264	0.999999999998326	0
ABLIM2.NM_001130083	-1.58304912381624	0.917641962561443	0.939298361536171	0	0.307867596531483	0.741695598171166	0.999999999998326	0
ABLIM2.NM_001286688	0.42506574664427	0.694125501937657	0.939212109555952	0	-0.0814069828578522	0.850372025936772	0.999999999998326	0
ABLIM3.NM_014945	0.240461745836072	0.767206749993569	0.939212109555952	0	0.460127821486319	0.679175567699556	0.999999999998326	0
ABO.NM_020469	1.09461556584622	0.382863410191965	0.939212109555952	1	-4.39440354262807	0.979679946431586	0.999999999998326	0
ABR.NM_001092	1.5080592867608	0.213193161343248	0.939212109555952	1	-0.923163955326109	0.891581805316641	0.999999999998326	0
ABR.NM_001159746	0.087354870695158	0.819611234190343	0.939212109555952	0	-0.449177026335441	0.869510658378061	0.999999999998326	0
ABR.NM_001256847	0.0434063547310886	0.833167929210218	0.939212109555952	0	-0.223194621971461	0.857961526294895	0.999999999998326	0
ABR.NM_001282149	1.50078235627984	0.215747606655183	0.939212109555952	1	-0.15461966426056	0.854324052712139	0.999999999998326	0
ABR.NM_021962	1.70941995149991	0.149716223080508	0.939212109555952	1	-2.60530716746774	0.948298091034569	0.999999999998326	0
ABRA.NM_139166	2.1379249458257	0.0601884751864093	0.837975369488665	1	-3.01201688537057	0.957621970407629	0.999999999998326	0
ABRACL.NM_021243	-0.236958310838362	0.858684130744261	0.939212109555952	0	0.367552960301452	0.717953640440183	0.999999999998326	0
ABT1.NM_013375	1.11262681528333	0.374621130621854	0.939212109555952	0	-5.72110519233749	0.990803352169523	0.999999999998326	0
ABTB1.NM_032548	0.69709794210463	0.571538183652859	0.939212109555952	0	0.0172252677351447	0.840923036805077	0.999999999998326	0
ABTB2.NM_145804	0.301144878619533	0.744303402921621	0.939212109555952	0	0.292377513089357	0.747683575834416	0.999999999998326	0
ACAA1.NM_001607	0.174524495661142	0.790745062812607	0.939212109555952	0	-0.89740152277633	0.89045590554766	0.999999999998326	0
ACAA2.NM_006111	0.307610045971845	0.741795757727651	0.939212109555952	0	-0.00679367499204464	0.846271444464253	0.999999999998326	0
ACACA.NM_198836	1.52686273623114	0.206674774933958	0.939212109555952	1	0.0633795438498272	0.827090401472383	0.999999999998326	0
ACACA.NM_198837	1.0185910877414	0.418199173588147	0.939212109555952	0	-0.230162285084816	0.858327646086034	0.999999999998326	0
ACACA.NM_198839	0.0181878376661707	0.840642163867007	0.939212109555952	0	0.124431380075053	0.80765220646355	0.999999999998326	0
ACACB.NM_001093	0.00746952563224057	0.843751400204778	0.939212109555952	0	0.446612196263807	0.68497466872196	0.999999999998326	0
ACAD10.NM_025247	0.954449578060792	0.448547169105545	0.939212109555952	0	-0.434243048493604	0.868768088079312	0.999999999998326	0
ACAD11.NM_032169	3.19016657481013	0.0024074437452341	0.155926692173462	2	-6.51423036529914	0.994507555830679	0.999999999998326	0
ACAD9.NM_014049	-0.409349233121511	0.867523802582319	0.939212109555952	0	0.349273970136114	0.725335170498004	0.999999999998326	0
ACADL.NM_001608	0.582194583799187	0.624960017642366	0.939212109555952	0	0.220489975053263	0.774487491507917	0.999999999998326	0
ACADM.NM_001286043	1.38787782563152	0.257588406527444	0.939212109555952	1	0.394439408093229	0.706925671549223	0.999999999998326	0
ACADS.NM_000017	0.63784474263514	0.599317223657379	0.939212109555952	0	0.209947773300026	0.778278091632195	0.999999999998326	0
ACADSB.NM_001609	0.141900760756077	0.801853230019239	0.939212109555952	0	-0.160216023154954	0.854623230576267	0.999999999998326	0
ACADVL.NM_000018	4.13458031720973	3.82024801661428e-05	0.0121973524350182	1	-3.84273145164905	0.972451034319266	0.999999999998326	0
ACADVL.NM_001270447	1.07581120580594	0.391525543843074	0.939212109555952	0	0.084167087570495	0.820617208831188	0.999999999998326	0
ACAN.NM_001135	-0.297358882682828	0.861825713859456	0.939212109555952	0	0.0578296422654009	0.828793135911695	0.999999999998326	0
ACAP1.NM_014716	0.920785443077477	0.464608171075527	0.939212109555952	0	-2.61122768204125	0.948444655905406	0.999999999998326	0
ACAP3.NM_030649	0.328415859732627	0.733640131818219	0.939212109555952	0	-0.690334703643448	0.881100668553175	0.999999999998326	0
ACAT1.NM_000019	-2.30664975857374	0.94046529504004	0.949071234124028	0	0.448591712365873	0.684128124570894	0.999999999998326	0
ACAT2.NM_005891	-0.353485707513705	0.864702016824516	0.939212109555952	0	0.0687450525338895	0.825434017309997	0.999999999998326	0
ACBD3.NM_022735	1.212338718793	0.330112024334329	0.939212109555952	0	-1.46744163296687	0.91345375079384	0.999999999998326	0
ACBD4.NM_001135704	0.00146877549570887	0.845474567743767	0.939212109555952	0	-0.00755241469956686	0.846313514005739	0.999999999998326	0
ACBD4.NM_001135706	0.16254845056708	0.794864766915169	0.939212109555952	0	-0.83582093454122	0.887730678581191	0.999999999998326	0
ACBD5.NM_001042473	0.475680654229864	0.672447933087976	0.939212109555952	0	0.0929988976809371	0.817821476700766	0.999999999998326	0
ACBD5.NM_145698	0.0115609431071232	0.842569283854467	0.939212109555952	0	0.17361032668114	0.79106123927399	0.999999999998326	0
ACBD6.NM_032360	0.20665953581783	0.779452934154042	0.939212109555952	0	0.287280266751618	0.749637885570787	0.999999999998326	0
ACBD7.NM_001039844	0.165625216496671	0.793811000537966	0.939212109555952	0	0.0876788727947873	0.819508790460546	0.999999999998326	0
ACCS.NM_001127219	-0.996115011267555	0.894724767511774	0.939212109555952	0	0.19372205813082	0.784040545894931	0.999999999998326	0
ACCS.NM_032592	0.215013451040684	0.776461215374254	0.939212109555952	0	-1.10559493468438	0.899316972565136	0.999999999998326	0
ACCSL.NM_001031854	-3.03223254747855	0.958047377837543	0.960080279748873	0	0.931076977147838	0.459690776932575	0.999999999998326	0
ACD.NM_001082486	0.679753303686426	0.57971298058849	0.939212109555952	0	-1.36686099267672	0.909682137655362	0.999999999998326	0
ACE.NM_000789	0.902043702677051	0.473576529025536	0.939212109555952	0	0.198324503857088	0.782414894762583	0.999999999998326	0
ACE.NM_001178057	0.0781043812499592	0.822520673097401	0.939212109555952	0	0.122394137076892	0.808321647614349	0.999999999998326	0
ACE2.NM_021804	1.6935864160209	0.154196061948125	0.939212109555952	1	-2.2379259936478	0.938537475036991	0.999999999998326	0
ACER1.NM_133492	1.72255214295441	0.146067208766361	0.939212109555952	1	-7.10533317742209	0.996335191326714	0.999999999998326	0
ACER3.NM_018367	0.750801423225565	0.546046919110474	0.939212109555952	0	-1.37444673985878	0.909970778952675	0.999999999998326	0
ACHE.NM_000665	0.849589432705767	0.498733902044922	0.939212109555952	0	-0.781936022135841	0.885306562738385	0.999999999998326	0
ACHE.NM_001282449	0.91044995964011	0.469552009825549	0.939212109555952	0	-0.195542733245033	0.856502231508296	0.999999999998326	0
ACIN1.NM_001164815	1.04106006414977	0.407672836594167	0.939212109555952	1	0.415932287808443	0.697968669625169	0.999999999998326	0
ACIN1.NM_001164817	0.925964204970771	0.462132985478054	0.939212109555952	0	0.181361444955653	0.788371505992391	0.999999999998326	0
ACKR1.NM_001122951	1.055765033352	0.400819217315235	0.939212109555952	0	-1.2916436906256	0.906782806077979	0.999999999998326	0
ACKR1.NM_002036	0.818173961485034	0.513809770813681	0.939212109555952	0	-0.793544429098567	0.885831911276621	0.999999999998326	0
ACKR2.NM_001296	1.56028931501866	0.195382876033101	0.939212109555952	1	0.0435269431524285	0.83313165455843	0.999999999998326	0
ACKR3.NM_020311	0.113583319466114	0.811200431105756	0.939212109555952	0	0.0806171957392043	0.821733295128627	0.999999999998326	0
ACKR4.NM_016557	0.122177798495932	0.808392652897019	0.939212109555952	0	0.0299537715369399	0.837182699513557	0.999999999998326	0
ACKR4.NM_178445	0.20604546668164	0.779671936779048	0.939212109555952	0	0.136637905448367	0.803611251061769	0.999999999998326	0
ACLY.NM_001096	0.267808650390666	0.757028917686981	0.939212109555952	0	0.0776535427281906	0.822661708501021	0.999999999998326	0
ACMSD.NM_138326	-2.98711665822942	0.957093194805186	0.959517986112174	0	0.580927282857332	0.625538060234785	0.999999999998326	0
ACN9.NM_020186	0.49029324973978	0.666075530351645	0.939212109555952	0	-0.191744950675806	0.856301020476436	0.999999999998326	0
ACO1.NM_001278352	-0.476828871339521	0.870877922913339	0.939212109555952	0	0.533201479310384	0.647090948389849	0.999999999998326	0
ACO2.NM_001098	0.563382153045331	0.63351125606778	0.939212109555952	0	-0.731725954258745	0.883014456328354	0.999999999998326	0
ACOT1.NM_001037161	0.10555690790696	0.813799598121911	0.939212109555952	0	0.15410260819484	0.797740898356037	0.999999999998326	0
ACOT11.NM_147161	0.113179291280399	0.811331798287197	0.939212109555952	0	0.0585662215022416	0.828567769238418	0.999999999998326	0
ACOT12.NM_130767	1.63644260905413	0.171094009754818	0.939212109555952	1	0.459985709083809	0.679236774631816	0.999999999998326	0
ACOT13.NM_001160094	0.495044501479578	0.66399308453108	0.939212109555952	0	-1.54705730483447	0.916354746454226	0.999999999998326	0
ACOT2.NM_006821	-1.28346071731532	0.906463283109194	0.939212109555952	0	0.395102493824493	0.706651185679963	0.999999999998326	0
ACOT4.NM_152331	0.138718313084131	0.802917437869268	0.939212109555952	0	0.339563321724409	0.729217451997979	0.999999999998326	0
ACOT6.NM_001037162	0.323235058921621	0.735683065955549	0.939212109555952	0	-0.784748953455203	0.885434022022797	0.999999999998326	0
ACOT7.NM_007274	0.863828984952101	0.491899832358256	0.939212109555952	1	-3.18299908277579	0.961112059929933	0.999999999998326	0
ACOT7.NM_181864	-1.85250358830436	0.926809046324977	0.94269458747884	0	0.505125610075418	0.659557951407644	0.999999999998326	0
ACOT7.NM_181865	0.28683472237816	0.749808327355278	0.939212109555952	0	0.171911659571475	0.791647996114483	0.999999999998326	0
ACOT7.NM_181866	2.79300656922738	0.00960748771305624	0.330522315081213	2	-7.60510221126148	0.997432342212369	0.999999999998326	0
ACOT8.NM_005469	0.260843108519758	0.759643944161891	0.939212109555952	0	0.222392943339046	0.773799364821134	0.999999999998326	0
ACOT9.NM_001037171	1.63205030181747	0.172440135209499	0.939212109555952	1	-6.89655047524839	0.995763723401064	0.999999999998326	0
ACOX1.NM_004035	0.955828608220226	0.447890852999199	0.939212109555952	0	-4.91485189675293	0.984957040197043	0.999999999998326	0
ACOX2.NM_003500	-0.821985082871701	0.887111768529759	0.939212109555952	0	0.159857687320774	0.795783702024757	0.999999999998326	0
ACOX3.NM_001101667	1.33030219820889	0.280442378563913	0.939212109555952	1	-5.27854278951215	0.987903601892305	0.999999999998326	0
ACOXL.NM_001142807	0.30582070686588	0.742491062571467	0.939212109555952	0	0.0187955715018229	0.840464663144646	0.999999999998326	0
ACP1.NM_007099	1.09527944304425	0.382558638376875	0.939212109555952	0	-2.41637126960741	0.943444557299917	0.999999999998326	0
ACP2.NM_001610	1.10650267041693	0.377417442766284	0.939212109555952	0	-1.16964670523371	0.901934986342562	0.999999999998326	0
ACP5.NM_001111034	0.301327600857118	0.744232705458303	0.939212109555952	0	0.0541867137336809	0.829904953563665	0.999999999998326	0
